correlation,rmse,generative_a,estimated_a,generative_sigmasq,estimated_sigmasq,generative_mu_x,estimated_mu_x
0.7460311701269546,1.1444914,0.9874876,0.9812668,0.32350892,0.2732473,0.27069965,0.15675889
0.8294719996890114,0.7846217,0.9450063,0.9560815,0.21879216,0.19227707,0.018067684,0.17970651
0.6721623101268899,0.75484216,0.9593782,0.9402365,0.2263407,0.15848325,-0.32577175,-0.056925114
0.8218903570861664,0.5715234,0.99382657,0.94037014,0.05511767,0.13709989,0.63202125,0.39246938
0.5411480014124065,0.5590731,0.92349446,0.9267356,0.086270995,0.21478136,0.44482476,0.37658438
0.747358054766386,0.63182455,0.9543755,0.9460835,0.19163717,0.18108223,-0.38239762,0.08869922
0.7078948988153277,0.8544434,0.9532738,0.9693272,0.24236578,0.15534559,0.9519769,0.581023
0.8256546147790846,0.61342204,0.97139555,0.95722324,0.09087558,0.17560998,0.3057224,0.3078036
0.9161561810601471,0.68662906,0.96831644,0.9522185,0.12805893,0.2129603,0.29870424,-0.0073027574
0.652227941676682,0.5237834,0.95853204,0.95236325,0.097344436,0.10369029,0.18032613,0.09618747
0.7600684174892205,0.75991863,0.94119024,0.9507077,0.13320439,0.20916983,0.69794166,0.5703687
0.8107388246575076,1.1368164,0.9484745,0.94711715,0.4272464,0.58399194,-0.276675,-0.02102977
0.7743648220076257,0.9643965,0.9899552,0.9529145,0.31387058,0.41292366,0.1626492,0.384977
0.9471060244320408,0.63871264,0.98125803,0.9809276,0.27170455,0.20704609,0.53794396,0.27075472
0.5191922071443149,0.73477924,0.9330555,0.94005746,0.09622433,0.24871272,0.47477177,0.057348207
0.736372382917656,0.8535648,0.97208583,0.9433414,0.1782091,0.14432433,1.3896874,0.031557452
0.6839189745151332,0.6370971,0.9398558,0.94776887,0.16199689,0.1683063,-0.5088244,0.047849465
0.8312161273498265,0.6796265,0.97631973,0.95123094,0.14181778,0.18198967,0.020773988,0.5317753
0.6179660698493324,0.6341208,0.9277366,0.9375271,0.18591276,0.119650975,-0.12759651,0.011009952
0.7539808158915168,0.78123,0.9563906,0.95797026,0.14127673,0.17600238,-0.0361487,0.5225822
0.7913694188076826,0.8576281,0.98842454,0.9562698,0.13299254,0.13233343,0.8486736,-0.28157333
0.9021305957699073,0.77263165,0.9907666,0.95541763,0.15015028,0.46643844,-0.5686894,-0.056231637
0.9045329826073154,0.94570506,0.9691981,0.9652192,0.34838778,0.5548688,-0.034333985,-0.29637656
0.768174853333247,0.5815983,0.9925874,0.96291107,0.0914718,0.1628797,0.52450275,0.86783576
0.6898614481053992,1.046935,0.94119173,0.94016385,0.28622916,0.20766625,-0.24730453,-0.2928426
0.8320039651044889,0.6264939,0.9847299,0.9518699,0.07414321,0.12889197,0.28359005,-0.04260584
0.6617986154528932,0.7626746,0.93102455,0.9436356,0.13972728,0.19041543,0.5122437,0.5755624
0.6843919363250868,0.5670275,0.9146688,0.9447116,0.12758231,0.1653327,-0.32483056,-0.27145374
0.882805246636626,0.59194154,0.99273086,0.9568689,0.09062922,0.25866175,-0.3202007,0.040303834
0.8554732371644319,2.6867635,0.99253285,0.9831032,0.2894598,1.0409383,-0.7616734,0.40025833
0.9207847278687886,0.7085824,0.96265495,0.9641,0.13500792,0.26841336,0.22731076,0.1884329
0.8925016116335648,0.8008761,0.95526826,0.9619977,0.1396589,0.2961708,0.099931955,-0.18644011
0.4732151360737043,0.5796727,0.9568514,0.93220276,0.10332524,0.1145731,-0.2223292,-0.45638144
0.650631533594866,0.5608086,0.96418965,0.93775785,0.048908472,0.13115962,-0.029785207,0.422051
0.8081031963795745,1.00993,0.95739394,0.9581386,0.55397177,0.28398815,0.5525502,0.34299284
0.9424126883343645,0.9116209,0.99026024,0.9711462,0.17372133,0.44767788,0.5374416,0.04548727
0.8095039408085054,0.6033878,0.9685884,0.9445689,0.105356015,0.17496085,0.2845392,0.37082514
0.9152556099425643,0.8772487,0.9638125,0.96806353,0.3083432,0.22536977,-0.35897112,-0.14927988
0.9265704113795907,0.81917757,0.99469304,0.9817917,0.3572647,0.4455105,-0.18863292,0.073394686
0.8888889608769878,0.5321642,0.9483233,0.95596623,0.0851318,0.23254997,-0.30377558,-0.27945864
0.3770432112163217,0.6782176,0.9207626,0.9330613,0.104515485,0.2138036,0.5918054,0.39650092
0.7901034360999438,0.78570205,0.96779317,0.9499905,0.11207738,0.17975187,-0.5173163,0.04978394
